Solution_Quality,Solution_Allocation,AVG_Exploration,AVG_Exploitation
784193195989.9296,"[[ 1.16970308  0.66274984  1.36727384  8.51637143 -4.9172696  -0.5092792
   5.16352957  7.5320217   8.07122838  2.08069886  5.50225019 -4.92239801
   8.7376882  -2.06260476  0.44527512  3.415675   -4.06438297 -1.35786369
  -2.30399517  3.30260509  5.30983185  9.51203431 -3.03655406  2.3034257
   1.7356836   9.85834104  4.30217684  5.65404107  9.58315847 -3.91692305
   1.20833915  6.89767581 -3.45878127  9.19664986 -1.11782683  4.98100227
   3.82877442 -1.46926104 -0.06252648 -1.9414073   9.74467378 -1.36689425
   6.60640032 -1.54473214 -3.96048532 -4.17289056 -0.92707388 -1.61092138
  -0.5327976   0.32417226]]",0.13215301416441652,0.8678469858355835
44313833617.664894,"[[ 5.87313737  7.15795094 -1.25990911 -0.52946509  5.44100533  2.86856757
   4.8059065   4.08548598 -0.07700092 -3.90635131  2.75084175 -3.21185015
   0.02014058 -1.37007355  2.52342942  7.73506988  4.33081727 -4.60350336
   4.19069989  2.57908336  2.61164085 -0.8472063   3.17498216  0.46674505
  -1.53366605  4.8217198  -2.81939843 -4.38684888  3.87091511 -0.06318173
   9.01059112 -2.66760153 -2.19567662 -0.24393825  7.86812203 -3.20161325
  -1.15108045 -1.80417891 -2.77806814 -4.77676365  2.51742443  0.90258021
   3.82126856  1.56459604  1.64978306 -1.3503874   6.98810922 -2.3147875
  -4.24721013  5.12253079]]",0.11621552526202432,0.8837844747379758
3963214964.8091164,"[[-1.31354791  1.72167413  5.06220595 -2.89924445  0.73659989 -3.98059016
  -0.64205238 -1.09373027 -4.69727889  5.1372736  -0.35765466 -0.30030018
  -3.68197709  2.91362477 -2.39600335 -4.38695426  3.42178755  8.89133276
   4.04447911  0.23812007  5.96966209  8.26689879 -1.29560449 -1.63342226
   0.32697609  2.97408328 -3.41596743 -2.32610464 -4.84890146  4.25634059
   8.53971415  1.55409614 -3.82169101 -1.58210604  2.9285088   3.62499605
  -2.57989184  9.0827833  -1.37635876  0.2845536  -1.38429427 -4.73108792
  -4.13682843  3.39198649  8.52835392 -2.53553722 -1.23874179 -1.37491338
  -1.81508103 -2.67074991]]",0.1758483446361246,0.8241516553638754
80219325.67421597,"[[ 1.25596171e-04  1.28776024e+00  1.67435678e-03  9.41020670e-04
   1.93937730e-01  1.11070820e-02  4.14944148e-05  1.96955462e+00
   2.49271525e-03  3.78222845e-01  1.42637659e-04  9.86055641e+00
   1.20629214e-01 -4.78492449e+00  4.84173835e-07  1.98369242e-03
   5.60340633e-01  6.24566523e-01  1.43910143e-01  8.28527621e-03
   4.43732496e-03  1.83097305e-05  1.39202442e+00  6.36768067e-02
   2.36833297e-02  2.86435878e-03  1.85634781e-02  3.57517564e-02
   3.26876796e-12  1.75991138e-02  7.39639382e-02  7.35010330e-02
   2.30578193e-03  1.51302250e-05  5.91589150e-01  2.03525753e-03
   1.70182771e-02  3.56228285e-06  2.12502612e-04  3.50749295e-05
   2.80897108e-02  8.52962167e-02  7.95582661e-01  7.79878287e-05
   2.99053715e-02  4.98548022e-05  1.24590403e-03  2.26917711e-03
   2.37976280e-03  1.50652853e-03]]",0.09404045518582219,0.905959544814178
703072483647.3889,"[[ 5.93523517 -1.82409041  4.88125111  6.89362937  0.6950282   4.5715877
  -0.19620351  4.54219522 -2.35051676  5.15108837  9.88868844  6.9005947
  -1.85470296  2.00735778  2.43608606  0.57542538  4.67833373 -3.36538586
   4.50572771  2.69439244  7.79064785  2.37392071  9.46477326 -0.39853858
   4.9110445  -1.00451737  3.73581501  2.84371838  2.73038688 -3.13877225
   6.72801657 -4.65429887  4.92435293 -4.11810904 -4.83634245 -3.75493292
  -1.62822598 -2.80054341 -3.4981648   9.50889     9.25492077  0.94955774
   2.36022391 -2.93498448  6.37282122 -2.56104165  0.43530162 -1.31314829
   2.81462269  3.90109287]]",0.05785464538223794,0.9421453546177623
115368041394.36302,"[[-0.28568802  8.69163265 -2.0666044   0.97719541  5.54319657 -2.52717162
  -0.2616766  -2.85048919 -2.5087713  -1.44727679  8.73979271  0.93751903
   4.47709652  3.37819766  2.84485445 -2.71303119  2.40915626 -2.22669481
   0.17322086 -0.51273819  2.0469366  -1.28294618  2.71621662  2.60982337
   6.65073163  0.44201614 -4.01324271 -2.93397338  6.73731151  1.82928919
   6.08896963 -0.28127831 -3.55862832 -1.19090012  1.12032664 -1.24786182
   0.37022568  0.59570842  4.25341238  0.41107645  1.4777564  -4.06586541
  -0.87698907  7.49693778  0.35421526 -0.44303316 -1.46833642 -2.32700217
   0.52404475  8.20422542]]",0.19939960888539993,0.8006003911146001
421378774490.52875,"[[ 0.17708269  7.60151087  7.12633359  1.57495934 -1.39753364  4.3231376
   3.88920004 -3.03220924  8.34917021  2.82304561  2.57264239 -2.40222224
  -0.62748768  5.2884826  -3.10782582 -0.7056099  -2.83260651  4.65093886
  -0.25496956  3.43025616 -1.31008453 -4.70144546  1.81138182  0.17771807
  -0.96256131 -4.27950699  6.84928393  0.24882118  5.0839912  -3.72721988
   0.89657913  9.45869632 -1.77588867  9.59320624  9.67230504  5.53595366
   1.29066086  2.13824437 -0.01002665 -3.36727785  0.23982736  0.02579627
   2.25376607  4.17787659 -2.54523645 -0.67850605 -0.58019649  3.10776205
   0.9315331  -0.75818185]]",0.1480853517121337,0.8519146482878663
70814946844.17516,"[[ 2.89385575  9.76237277  8.35618052 -1.09639715 -4.1098424   4.93310598
   8.66297644  9.69354069  0.9396876   3.87095202  2.34409377 -1.15164654
  -1.08290647 -1.46623502 -1.99536777  6.77841926  8.82900583 -1.42724354
   8.15847845  6.61648922  2.91562616  9.05851635 -3.16334334  2.95852215
  -3.28922813 -4.19106646 -4.44628972  6.66401593  3.68927631  1.01787458
   6.40405524  8.86902981  0.21407535  3.37471975 -2.05344608 -0.63065358
  -2.30871404  4.0345749   5.27388542 -0.51552763 -3.27036438 -4.5699048
   5.85326367  4.2370787   4.11307336 -3.25883346 -4.68530973 -1.63114057
  -4.65128545 -4.75328016]]",0.059214479459922566,0.9407855205400775
67835220888.93711,"[[ 1.03740185e+00 -9.16270898e-01  3.99897018e+00 -3.64683001e+00
  -3.23040330e+00 -1.05765386e+00 -2.93345413e+00 -6.07168222e-01
   3.95453260e+00  4.21311027e-01  2.24340045e+00 -1.70558101e+00
   8.49638715e-01 -4.61886553e+00  1.26954742e-01 -2.16988262e+00
  -3.93083239e+00 -2.13300134e+00  6.49040783e+00  7.90576053e+00
   4.29723096e+00 -1.69098124e+00 -1.13191439e+00  9.00559434e+00
   4.63064460e+00  4.36362729e-01 -4.68639080e+00 -4.75071719e+00
   3.00055027e+00 -2.90594239e+00 -4.29451306e+00  9.66980692e-01
   2.56083323e-01 -3.62016309e+00  4.52560804e+00  6.52070586e+00
   5.01723893e+00  7.74058673e+00 -3.66158264e+00  5.80538875e+00
  -4.48350873e+00  4.10443629e+00 -1.43238933e+00 -7.11256422e-01
   2.97100012e+00  3.42053434e-01  5.28390505e-03  5.52614017e+00
  -2.01877638e+00 -2.03528122e+00]]",0.15642598607056685,0.843574013929433
756936473592.1942,"[[ 8.26668006 -2.93043908 -0.97535659  5.27945774  7.65233801  3.12902123
   2.56801858 -2.46729096  1.03064157 -0.05205502  9.63996776 -4.89536284
  -0.34321913  5.67356026 -2.38057074 -0.87701395 -2.33047646  0.33011852
   9.97832582  2.41444048 -4.42057078  7.53697879 -3.48193049 -4.59505844
   2.72605664 -0.99380572  3.2741178   0.61558009 -0.87215941 -4.21218953
   7.15275449  0.20619987  3.64192433  1.44799529 -2.71181004  3.31781108
  -4.48520042 -1.29028794 -2.70399873 -2.47825521  4.75109488  2.65830182
   3.68333981 -1.33873774  9.26087975 -3.60393967  9.32640414  7.28421368
  -0.95957266  5.961932  ]]",0.15403845081522283,0.8459615491847774
