Solution_Quality,Solution_Allocation,AVG_Exploration,AVG_Exploitation
1.3033304772152548e-12,"[[-0.86110919  1.26798436 -0.12886401 -1.38924977 -2.27573774  1.19335355
   1.23802562  0.7955094   0.56217502  0.58801635  1.35468066  0.95088312
  -0.65524662  1.72188703 -1.67570689  1.30516921 -0.73785679 -1.34381276
  -1.46034364  3.67399084  1.31195879 -1.37475082 -1.17649635  1.14981557
  -1.04361891  0.78388963  0.80073656  0.98883432  0.62852696  0.60723608
   2.97975463  1.39493625  0.62177299  0.73440874 -1.20318709  1.2300505
   0.43943607  1.01512869  1.2496032   0.66198611 -0.99238973  0.95560753
  -0.88013676  0.96371847 -1.62387271  0.25311666  0.2234577  -2.63496433
  -1.10791761 -0.15905643]]",0.31763534751476646,0.6823646524852336
2.672395623919302e-12,"[[-0.80879548  1.22193311 -0.71261532 -1.05310389 -1.25483186 -0.71585141
  -0.59834657  1.04024608 -0.16712013 -1.29724368  2.70082849  1.29342279
   0.63621632 -0.79993113  0.22481108 -2.64347702 -1.3984495   2.83095904
   1.34708379 -1.36193647 -0.53905377 -0.93529349  0.05208674 -1.34078416
  -0.94544309  0.83507534 -1.37853689  0.94547376 -0.89992526  0.69804925
  -1.080555    0.58653622  0.02168556  0.34737764 -1.85920177  0.98373304
  -1.30174526  0.92279607 -1.72928457 -1.29859154 -1.16581567 -0.33780303
  -0.73811797 -0.82521207  0.98273086 -0.46604498  0.21813851  1.08260895
  -0.79159241 -0.69962195]]",0.3636097835958206,0.6363902164041795
2.8183691470074182e-12,"[[ 0.93996785  1.26973148  1.41711461 -0.21138431  0.52000201  0.25347345
  -0.11640237 -1.22173779 -1.099815   -0.97621564 -1.45861232 -0.10436071
  -0.39064641 -0.86025918 -1.14848225 -0.74101932  0.89765763  1.28437089
  -1.15558428  0.95273204  2.8720784   0.04157061  0.83644745  0.44101695
   1.08169824  0.62164008 -1.26858383  0.81770935 -0.90711446 -1.29405144
   1.4505257  -0.63694096  0.21876341 -0.3794163  -1.46712882 -0.21596588
  -0.57890486 -0.85241109  1.00752501 -0.82524515  1.15384856 -0.81534321
   0.67410751  0.86261544 -1.1189391  -0.83989045 -1.41045749  0.93647172
   0.88378688 -0.03675476]]",0.39708795461751234,0.6029120453824877
1.4541788197003656e-12,"[[ 1.5952898   1.4105979   0.81445484 -2.40962889 -1.06173987  1.05005291
   0.61927018 -0.85097479  1.16215685 -1.52088287  1.08163663  1.20792002
  -1.1369916   0.50022143 -2.78185667  0.42875731  0.01996104 -1.17927365
  -0.43644264  0.56698612  2.73294391 -1.40422028  1.27111888 -1.66732287
  -1.23777297  0.95180877 -1.2242311  -1.18055928  2.68977471 -1.8869933
  -1.2791137  -0.53027044  0.72956315 -0.71853501 -1.07238586  0.64221621
  -0.8767978  -0.81621746  0.343827    1.10497184  1.22213109 -1.44223681
   1.78055581  1.27502757  0.81839421 -0.31921032 -1.20978791  0.4754513
   1.13364994  0.49775653]]",0.39064765410710256,0.6093523458928974
3.157120649394456e-13,"[[-1.26925516 -2.77031241  0.54201353 -1.4146362  -0.62695219 -1.02801631
   0.88726325  1.57414166  0.0502196  -1.43512948 -0.79400626  0.93568772
  -0.78845556 -1.12949457  0.44904708 -1.54430222 -0.85644235 -0.66194581
  -2.72774604 -0.35998249 -0.46247573 -1.02887327 -1.27987415 -0.84077025
   0.1740674  -1.4775525   0.74518995  1.33355418  1.45769257  1.01107101
   2.57607286  0.97744685 -0.80530441  1.02745526 -1.49524846 -0.66143243
  -0.96308834 -0.02678917 -0.74101916  3.67419407  0.9175545   2.68799751
   1.08151289  2.64818335 -1.00884635 -2.99301859 -1.04702258  1.07821249
  -1.6214281   0.979554  ]]",0.40511998734227994,0.5948800126577201
3.7096182546550635e-13,"[[-1.61798035  0.80082465 -0.59287077 -0.7246863   1.36724324 -0.72407374
  -0.13883961 -1.04703426  0.78558475  0.78868227 -1.28863842  1.26727992
   0.70457656  1.12350882 -4.59397439  1.28196315  0.85493694  5.16886811
  -0.86676718  0.14742287 -0.90221327  0.03300632  1.05035209 -3.60062189
  -1.10631131 -1.18487137 -0.49918884 -0.93479192  0.66037676  1.43276743
   1.06144579 -0.62161247  1.35609717 -1.11976254  1.21868639 -1.28093238
  -1.19985069  1.25920876  0.66363448  0.49563079  4.9866754   1.19630379
  -0.58355661  1.36879373 -1.33272667  0.64796936 -1.22425706 -0.93298944
   0.81910652  1.82106828]]",0.37217699682922323,0.6278230031707768
5.5294837256146195e-12,"[[-1.12808822 -3.80933362 -0.47052002 -0.99907797  1.31163131  1.42561785
  -0.63993963  1.01487336 -0.53020794 -2.47953481 -2.86605384  1.39481322
   0.99196222 -0.68400756 -2.82828912 -1.29212537  1.12526553  1.05400273
  -1.10974005 -0.98207779 -1.44602848 -0.91789706 -0.78225418  1.72213004
   0.18075478 -1.11269066 -1.20684003  2.00468531  0.1919989   2.48325016
   1.36076085 -3.72428458 -4.45364426 -0.0483675  -0.74956139  0.90265606
   1.37788491  0.69745389  1.25330537 -1.44269377 -0.77257408  0.45679261
   0.88385231 -0.45179039  1.51838323 -0.541371   -1.74197089 -1.2471068
  -0.29453301  0.65659708]]",0.35725159232391207,0.642748407676088
3.506673311854332e-11,"[[-4.03654446e-01 -1.53695536e+00  1.14211416e+00  1.14478607e+00
  -2.74159775e+00 -2.57421115e+00 -6.99884220e-01  1.36813714e+00
  -2.86993510e-01 -1.63596171e+00 -2.31486918e-01  6.97408676e-01
   3.00799026e+00 -1.04499210e+00 -5.93355276e-01  9.97603804e-01
   9.29126643e-01 -1.17309581e+00 -6.40241935e-01 -6.53281894e-01
   1.58106303e+00  7.41963836e-01  1.32448022e+00  1.11951982e+00
  -1.25818627e+00 -7.66744717e-01  2.76377947e+00  1.11990259e+00
   6.99410908e-01 -6.89374314e-01  1.05312706e+00 -2.67209913e-01
  -1.28622816e+00  4.92529717e-01  2.13891499e-01 -6.76479175e-01
  -6.71105828e-01 -2.73434493e+00 -9.65394755e-02  1.19378432e+00
  -5.95603153e-01 -1.26726386e+00  9.66520856e-01  1.59071095e+00
  -1.60754751e+00 -4.44642797e-01  5.48725049e-01 -1.87162766e-05
   2.10441052e-01  4.09347137e-01]]",0.32084050496509553,0.6791594950349045
2.56295915148622e-10,"[[ 0.14957148 -0.35916944  1.28467797 -1.34757397  0.54270524 -0.31328813
  -0.63161364  1.16007342  0.99455649  0.36557473  0.18468542  0.91729437
  -0.29449485  0.97455211  0.41951128 -1.12425844 -1.51954    -1.25627925
   0.06308832 -0.33808669 -0.75286832 -2.61815245 -1.54137759 -1.16146429
   0.03183456 -0.54002331 -1.01923585 -1.28777817 -1.06001219  0.31084304
   0.31445769  0.46413256 -0.11872311  0.95307019 -0.87364543 -0.27706511
   0.7180128  -0.57313902 -0.38541221 -1.45431606 -1.18221461  1.58086362
  -0.59345051 -0.97040389  0.9870071  -0.67526361 -1.2177855  -1.38553971
   0.65769704  1.66676308]]",0.3364462191259465,0.6635537808740536
9.219040289638329e-11,"[[ 0.14541072 -0.5805974   0.52799158 -0.10579977 -1.69922816  0.89311213
   0.7977986   1.0185458   1.12258861 -1.15369282 -0.78665603  1.59624966
   0.89417355 -1.7150759  -0.02850184 -2.2938261  -0.76957081 -1.36957166
   1.15399026 -0.8908798   0.36876122  1.13095979 -0.52918228 -1.05850757
  -0.64617099 -0.46013148  1.00174556  2.43959904 -2.22810816 -1.2233024
  -1.25121559  0.96762132 -0.882492   -1.00275679 -0.01749185 -0.91392361
   0.55275734 -1.27591328  0.6414279  -1.49125115 -1.1613095  -0.86850062
   1.62304718  1.30478953 -0.95590185 -0.00362358  1.31335768 -2.67310717
  -1.32006692 -1.20776063]]",0.3000721310451637,0.6999278689548362
